hope_i_wun	hope_i_win
and_my_non	and_my_son
google_voice_inv	google_voice_in
tink_it_is	think_it_is
users_get_ya	users_get_a
google_seach_for	google_search_for
os_they_call	as_they_call
hiphone_touch_screen	iphone_touch_screen
soo_good_at	so_good_at
igoogle_with_a	google_with_a
i_love_playiing	i_love_playing
jim_on_my	im_on_my
is_makinq_me	is_making_me
that_mewans_no	that_means_no
yu_still_have	you_still_have
feels_good_tho	feels_good_to
wanta_google_wave	want_google_wave
ya_google_maps	a_google_maps
this_flu_woulda	this_flu_would
at_the_wal	at_the_wall
a_free_nindendo	a_free_nintendo
now_ned_to	now_need_to
get_da_job	get_a_job
one_and_olny	one_and_only
thnk_goodness_i	thank_goodness_i
out_with_stine	out_with_swine
all_i_knwo	all_i_know
um_so_tired	am_so_tired
sick_wth_the	sick_with_the
i_updatedd_my	i_updated_my
hoping_ths_is	hoping_this_is
tha_world_on	the_world_on
do_when_youa	do_when_you
unlok_your_rental	unlock_your_rental
tha_iphone_its	the_iphone_its
my_blackberry_nd	my_blackberry_and
im_nt_gonna	im_not_gonna
ii_saw_on	i_saw_on
mj_on_google	me_on_google
games_and_aps	games_and_apps
ithink_i_did	think_i_did
iphone_and_wasnt	iphone_and_want
are_soo_much	are_so_much
touch_and_wii	touch_and_win
gapps_is_a	apps_is_a
borther_has_swine	brother_has_swine
now_im_only	now_if_only
invitaction_for_google	invitation_for_google
got_backk_from	got_back_from
like_the_iphine	like_the_iphone
and_now_rt	and_now_it
nd_get_the	and_get_the
just_finished_playinq	just_finished_playing
appele_is_the	apple_is_the
i_use_twitterfic	i_use_twitterific
hope_it_weorks	hope_it_works
to_buy_bne	to_buy_one
wii_tenis_is	wii_tennis_is
sweine_flu_has	swine_flu_has
wnen_i_saw	when_i_saw
hoes_wobble_lke	hoes_wobble_like
play_with_moi	play_with_roi
can_anyone_epxlain	can_anyone_explain
med_for_my	me_for_my
it_ain_the	it_in_the
unlocked_nd_jailbroken	unlocked_and_jailbroken
still_haev_any	still_have_any
api_to_the	app_to_the
if_im_just	if_i_just
flu_camr_from	flu_came_from
maybe_i_shoukd	maybe_i_should
u_on_ya	u_on_a
da_big_ass	a_big_ass
mj_experience_with	my_experience_with
shoudl_have_it	should_have_it
iphone_and_ip	iphone_and_i
over_the_weekendo	over_the_weekend
rivers_culd_breed	rivers_could_breed
is_da_bad	is_a_bad
for_iphone_aplications	for_iphone_applications
yu_ever_had	you_ever_had
would_ne_so	would_be_so
ne_for_my	one_for_my
if_u_lke	if_u_like
ap_the_most	as_the_most
jgo_to_google	go_to_google
haz_no_clue	had_no_clue
da_time_when	a_time_when
a_couple_ov	a_couple_of
flu_tht_is	flu_that_is
to_do_ony	to_do_on
a_web_broswer	a_web_browser
know_wat_google	know_what_google
yu_mean_google	you_mean_google
flu_shot_evry	flu_shot_every
for_tht_flu	for_the_flu
to_be_yall	to_be_all
pple_releases_iphone	apple_releases_iphone
i_woulndt_have	i_wouldnt_have
i_juss_need	i_just_need
on_the_nea	on_the_new
know_i_hav	know_i_had
veryone_needs_to	everyone_needs_to
ii_aint_got	i_aint_got
dd_have_the	do_have_the
was_in_thr	was_in_the
get_checkd_for	get_checked_for
last_night_nd	last_night_and
wht_this_is	what_this_is
very_usefull_for	very_useful_for
on_the_fesktop	on_the_desktop
iz_going_to	is_going_to
co_on_the	ceo_on_the
tha_ones_that	the_ones_that
it_becuase_i	it_because_i
im_getten_a	im_gettin_a
chek_this_out	check_this_out
streading_the_word	spreading_the_word
bb_sent_to	be_sent_to
swine_flu_epademic	swine_flu_epidemic
there_ws_an	there_was_an
havn_swine_flu	have_swine_flu
starbucks_ap_for	starbucks_app_for
palm_pree_and	palm_pre_and
you_got_ab	you_got_a
at_home_sickk	at_home_sick
sorry_for_thr	sorry_for_the
to_google_vave	to_google_wave
wawe_will_not	wave_will_not
to_be_habing	to_be_having
wana_go_back	wanna_go_back
os_from_google	is_from_google
thow_on_the	show_on_the
how_it_wrks	how_it_works
dyou_want_to	you_want_to
mozt_of_the	most_of_the
a_ipone_i	a_iphone_i
google_readeer_is	google_reader_is
wiv_swine_flu	wit_swine_flu
you_se_google	you_use_google
ab_with_a	tab_with_a
peparing_for_the	preparing_for_the
hould_get_the	should_get_the
hahaa_i_love	haha_i_love
ulitimate_all_stars	ultimate_all_stars
nd_health_workers	ny_health_workers
how_ya_flu	how_a_flu
wii_iso_on	wii_is_on
wish_someoen_would	wish_someone_would
on_google_adrwords	on_google_adwords
stomach_flu_xs	stomach_flu_is
due_to_da	due_to_a
tha_internet_on	the_internet_on
with_the_ond	with_the_old
so_much_bettr	so_much_better
api_has_been	app_has_been
would_like_dan	would_like_an
are_yu_gonna	are_you_gonna
anywone_feel_the	anyone_feel_the
to_google_ya	to_google_a
it_synch_with	it_syncs_with
av_google_earth	a_google_earth
dwn_to_the	down_to_the
anyone_inviite_me	anyone_invite_me
what_you_mena	what_you_mean
bux_for_the	but_for_the
or_at_leat	or_at_least
itz_official_i	its_official_i
slike_a_cool	like_a_cool
iguess_i_will	guess_i_will
mel_has_the	me_has_the
eople_use_the	people_use_the
to_update_tho	to_update_the
love_you_fo	love_you_so
hve_to_google	have_to_google
shiz_on_my	shit_on_my
for_hte_web	for_the_web
i_thought_gt	i_thought_it
da_bar_code	a_bar_code
so_do_yu	so_do_you
my_igoogle_is	my_google_is
let_te_games	let_the_games
only_good_thibg	only_good_thing
playng_wii_sports	playing_wii_sports
games_nd_apps	games_and_apps
my_mna_flu	my_man_flu
feell_like_someone	feels_like_someone
my_twitter_accoutn	my_twitter_account
to_work_im	to_work_in
the_iphone_vm	the_iphone_vs
inviite_me_to	invite_me_to
my_english_im	my_english_is
wsnt_an_iphone	want_an_iphone
there_a_wav	there_a_way
u_hace_the	u_have_the
nt_working_for	not_working_for
the_anwser_to	the_answer_to
twave_on_google	wave_on_google
frm_her_iphone	from_her_iphone
this_week_tho	this_week_to
finaly_getting_over	finally_getting_over
os_following_me	is_following_me
soo_if_u	so_if_u
is_bck_on	is_back_on
to_da_new	to_a_new
good_lcuk_with	good_luck_with
new_moon_sundtrack	new_moon_soundtrack
a_new_platforn	a_new_platform
joint_press_coference	joint_press_conference
i_can_finalyl	i_can_finally
earth_is_da	earth_is_a
giot_a_google	got_a_google
tweeeting_on_my	tweeting_on_my
hoping_its_noy	hoping_its_not
of_svine_flu	of_swine_flu
mii_and_wii	wii_and_wii
becasue_i_was	because_i_was
i_goet_a	i_got_a
on_my_celly	on_my_cell
lool_but_i	lol_but_i
uf_iphone_app	of_iphone_app
os_having_an	of_having_an
twitter_ou_google	twitter_on_google
was_ony_a	was_only_a
vs_all_the	is_all_the
to_snd_it	to_send_it
twiiter_from_my	twitter_from_my
woop_got_my	woo_got_my
windows_mobile_iphone	windows_mobile_phone
al_google_earth	a_google_earth
problema_with_iphone	problem_with_iphone
immune_systm_is	immune_system_is
swinwe_flu_and	swine_flu_and
go_out_tho	go_out_to
thinck_i_have	think_i_have
google_talk_ur	google_talk_or
i_had_oen	i_had_on
reply_to_mee	reply_to_me
the_cond_and	the_cold_and
bpought_a_new	bought_a_new
went_bak_to	went_back_to
geetin_ready_for	gettin_ready_for
how_rad_is	how_bad_is
the_new_fu	the_new_flu
frm_having_the	from_having_the
gonin_to_get	goin_to_get
im_this_thing	is_this_thing
the_cmo_of	the_ceo_of
ui_to_take	up_to_take
in_usa_and	in_us_and
anyone_got_va	anyone_got_a
ac_for_the	as_for_the
so_ii_can	so_i_can
this_flu_tho	this_flu_to
wayy_too_many	way_too_many
know_who_im	know_who_i
stuck_in_va	stuck_in_a
fone_to_the	gone_to_the
earthquake_in_americas	earthquake_in_american
on_the_bak	on_the_back
nad_google_analytics	and_google_analytics
the_iphone_tommorrow	the_iphone_tomorrow
google_wave_baloon	google_wave_balloon
drobbox_iphone_app	dropbox_iphone_app
can_you_pleease	can_you_please
whaty_the_fuck	what_the_fuck
swine_flu_overe	swine_flu_over
oe_know_about	we_know_about
pmaybe_if_i	maybe_if_i
caughts_the_flu	caught_the_flu
bbe_a_iphone	be_a_iphone
of_the_mn	of_the_man
rtm_on_the	rt_on_the
the_ipone_rt	the_iphone_rt
once_anf_for	once_and_for
chck_out_report	check_out_report
wnt_the_wii	want_the_wii
need_da_flu	need_a_flu
i_just_cought	i_just_bought
we_did_ot	we_did_not
expresso_book_machines	espresso_book_machines
wnt_to_play	want_to_play
we_shal_see	we_shall_see
how_was_yor	how_was_your
now_avaidable_for	now_available_for
tht_swag_flu	the_swag_flu
iam_getting_sick	im_getting_sick
phone_vs_the	phone_is_the
ie_for_google	me_for_google
ove_me_some	love_me_some
gt_the_best	get_the_best
using_ie_as	using_it_as
ovar_new_google	over_new_google
za_iphone_u	a_iphone_u
rt_and_you	it_and_you
es_you_know	as_you_know
mei_tell_you	me_tell_you
greate_your_own	create_your_own
kong_as_you	long_as_you
dr_are_you	or_are_you
we_taalked_about	we_talked_about
hits_bak_at	hits_back_at
to_dwnload_the	to_download_the
apparently_i_ahve	apparently_i_have
talk_on_teh	talk_on_the
flu_iv_got	flu_i_got
swine_flu_medecine	swine_flu_medicine
can_i_jailbreack	can_i_jailbreak
a_bbq_and	a_bb_and
gn_on_swine	in_on_swine
i_caught_thed	i_caught_the
it_was_abt	it_was_at
jast_one_of	just_one_of
the_way_thx	the_way_the
kate_with_the	date_with_the
ihave_swine_flu	have_swine_flu
would_liek_to	would_like_to
boyf_has_swine	boys_has_swine
hte_swine_flu	the_swine_flu
tou_can_google	you_can_google
like_it_betterh	like_it_better
own_da_wii	own_a_wii
mana_google_wave	many_google_wave
and_preyers_go	and_prayers_go
can_telll_me	can_tell_me
i_jsut_downloaded	i_just_downloaded
nintendo_has_announed	nintendo_has_announced
the_funnuest_thing	the_funniest_thing
bb_trying_to	be_trying_to
is_stiil_sick	is_still_sick
i_relly_do	i_really_do
how_yhu_feel	how_you_feel
get_ding_for	get_ping_for
ffrom_my_wii	from_my_wii
a_bday_with	a_day_with
al_google_talk	a_google_talk
just_tld_me	just_told_me
somthing_to_do	something_to_do
pease_invite_me	please_invite_me
got_a_kold	got_a_cold
on_iphone_tv	on_iphone_to
iphone_and_blckberry	iphone_and_blackberry
tho_tell_me	to_tell_me
the_swaggg_flu	the_swagg_flu
can_felp_me	can_help_me
and_answers_abut	and_answers_about
we_had_ang	we_had_an
i_got_te	i_got_the
bacc_on_the	back_on_the
i_was_siick	i_was_sick
the_conclusion_tht	the_conclusion_that
ifinger_on_the	finger_on_the
un_an_iphone	on_an_iphone
my_ymail_is	my_email_is
thinking_about_goint	thinking_about_going
are_you_usning	are_you_using
jusy_rock_my	just_rock_my
youu_more_than	you_more_than
we_shuld_start	we_should_start
loook_at_me	look_at_me
jan__iphone	an__iphone
am_ging_to	am_going_to
i_gt_is	i_got_is
ac_google_group	a_google_group
iphone_ana_a	iphone_and_a
show_de_the	show_me_the
mr_iphone_can	my_iphone_can
makn_me_feel	make_me_feel
frr_flu_shots	for_flu_shots
the_bday_of	the_day_of
what_are_youu	what_are_you
for_the_imac	for_the_mac
in_google_un	in_google_in
juss_like_bbm	just_like_bbm
on_the_nlog	on_the_blog
wii_with_amy	wii_with_my
i_knoh_u	i_kno_u
to_read_en	to_read_on
flu_ahs_hit	flu_has_hit
playinq_wii_sports	playing_wii_sports
ur_a_little	up_a_little
des_anyone_have	does_anyone_have
oct_with_the	out_with_the
hope_yu_all	hope_you_all
cald_it_the	call_it_the
acquire_britghtcove_for	acquire_brightcove_for
wonder_if_thts	wonder_if_this
wht_google_says	what_google_says
mon_the_iphone	on_the_iphone
if_you_haz	if_you_had
to_get_avl	to_get_all
im_tryign_to	im_trying_to
gots_the_stomach	got_the_stomach
aout_the_same	about_the_same
wave_inviite_please	wave_invite_please
ep_on_that	up_on_that
set_up_da	set_up_a
iphone_from_thr	iphone_from_the
fong_to_get	long_to_get
the_un_are	the_us_are
tell_ne_about	tell_me_about
google_im_a	google_is_a
yu_just_got	you_just_got
appication_for_iphone	application_for_iphone
thx_google_sidewiki	the_google_sidewiki
you_ment_to	you_went_to
idont_know_how	dont_know_how
mv_iphone_app	my_iphone_app
that_allows_ie	that_allows_me
i_neeed_google	i_need_google
jst_get_an	just_get_an
i_realy_wanna	i_really_wanna
needz_a_google	need_a_google
i_dont_knwo	i_dont_know
jst_got_myself	just_got_myself
anyone_have_apn	anyone_have_an
iphone_and_ipos	iphone_and_ipod
listening_to_ry	listening_to_my
i_thinki_thats	i_think_thats
i_just_giot	i_just_got
playing_wii_alll	playing_wii_all
turn_into_da	turn_into_a
oe_will_be	we_will_be
prettty_good_for	pretty_good_for
getting_ovr_the	getting_over_the
than_the_blackberryy	than_the_blackberry
my_phone_dat	my_phone_at
with_jt_and	with_it_and
cn_send_pics	can_send_pics
cna_u_please	can_u_please
vs_my_iphone	is_my_iphone
one_fo_these	one_of_these
do_you_hae	do_you_have
sen_the_video	see_the_video
tha_flu_bug	the_flu_bug
finallly_has_picture	finally_has_picture
ron_chorus_on	on_chorus_on
about_the_swune	about_the_swine
my_andriod_phone	my_android_phone
iz_gots_the	i_gots_the
fordward_to_seeing	forward_to_seeing
is_the_monst	is_the_most
shots_wll_be	shots_will_be
know_that_nt	know_that_it
oii_wii_wii	wii_wii_wii
dms_on_your	mms_on_your
will_they_hink	will_they_think
take_a_lota	take_a_lot
somethign_tells_me	something_tells_me
ith_the_swine	with_the_swine
hope_that_im	hope_that_i
agter_the_flu	after_the_flu
the_aps_i	the_apps_i
for_reminiding_me	for_reminding_me
iphone_gamers_are	iphone_games_are
do_to_mke	do_to_make
it_the_swyne	it_the_swine
ifeel_like_i	feel_like_i
swinne_flu_are	swine_flu_are
beter_for_the	better_for_the
what_about_va	what_about_a
twitter_search_vs	twitter_search_is
hha_i_love	haha_i_love
up_and_runnung	up_and_running
forward_to_ya	forward_to_a
i_would_sy	i_would_say
wii_fitt_for	wii_fit_for
and_thre_are	and_there_are
tested_postive_for	tested_positive_for
ya_day_and	a_day_and
fing_out_the	find_out_the
pc_needs_to	dc_needs_to
of_poeple_in	of_people_in
you_gae_me	you_gave_me
like_to_ivite	like_to_invite
to_twittter_from	to_twitter_from
now_you_hava	now_you_have
peview_of_google	review_of_google
ov_google_wave	of_google_wave
on_what_os	on_what_is
your_iphone_casn	your_iphone_can
thing_onn_my	thing_on_my
a_much_beter	a_much_better
su_iphone_en	su_iphone_e
mr_wii_lol	my_wii_lol
playin_on_tha	playin_on_the
anyone_tel_me	anyone_tell_me
of_push_gmaill	of_push_gmail
most_pupular_iphone	most_popular_iphone
in_the_casa	in_the_case
iphone_mr_get	iphone_or_get
your_immune_sytem	your_immune_system
hav_such_a	had_such_a
sms_is_here	mms_is_here
search_kt_google	search_at_google
thnaks_in_advance	thanks_in_advance
for_yur_mobile	for_your_mobile
i_hope_noo	i_hope_not
just_tryn_to	just_try_to
google_awave_invite	google_wave_invite
to_le_iphone	to_be_iphone
in_thos_country	in_this_country
im_will_b	i_will_b
twas_a_great	was_a_great
search_for_teh	search_for_the
uk_for_iphone	ui_for_iphone
_iphone_vs	_iphone_is
i_bet_il	i_bet_i
for_allmost_a	for_almost_a
ua_for_iphone	ui_for_iphone
must_have_ap	must_have_a
google_chrome_tho	google_chrome_to
nd_my_iphone	and_my_iphone
jruby_on_rails	ruby_on_rails
md_from_the	me_from_the
gotz_a_flu	got_a_flu
to_the_ave	to_the_wave
recieved_an_invitation	received_an_invitation
app_tht_allows	app_that_allows
all_thngs_google	all_things_google
but_hor_the	but_for_the
in_english_klass	in_english_class
testing_qtwitter_from	testing_twitter_from
i_looved_the	i_loved_the
and_it_worls	and_it_works
to_iphone_convertor	to_iphone_converter
on_myy_wii	on_my_wii
ii_love_my	i_love_my
i_am_useing	i_am_using
wike_up_from	woke_up_from
thois_flu_shot	this_flu_shot
ther_trying_to	they_trying_to
on_muy_way	on_my_way
tylonol_cold_and	tylenol_cold_and
satelite_images_of	satellite_images_of
google_wace_invites	google_wave_invites
the_nft_iphone	the_nfb_iphone
sme_chinese_food	some_chinese_food
andriod_phones_to	android_phones_to
it_jsut_the	it_just_the
chrome_frame_js	chrome_frame_is
i_jusdt_sent	i_just_sent
the_flu_shoti	the_flu_shot
ms_is_now	mms_is_now
all_in_da	all_in_a
do_you_twwet	do_you_tweet
think_ki_have	think_i_have
mybe_i_will	maybe_i_will
vs_for_iphone	is_for_iphone
that_you_hade	that_you_have
and_get_mre	and_get_more
with_md_and	with_me_and
ip_market_share	in_market_share
and_mt_iphone	and_my_iphone
allows_em_to	allows_me_to
you_google_fr	you_google_for
bck_on_the	back_on_the
ful_vaccine_is	flu_vaccine_is
to_see_af	to_see_a
i_foud_out	i_found_out
my_iphone_userz	my_iphone_users
did_you_gor	did_you_go
i_kan_join	i_can_join
kmow_that_your	know_that_your
google_in_eas	google_in_as
ehen_it_comes	when_it_comes
way_hme_from	way_home_from
kenw_it_was	knew_it_was
gis_google_maps	is_google_maps
is_tht_its	is_that_its
appts_for_the	apps_for_the
best_phone_evar	best_phone_ever
wii_fit_puls	wii_fit_plus
you_grt_that	you_get_that
always_makes_mr	always_makes_me
see_me_iin	see_me_in
wave_is_soo	wave_is_so
ddi_you_really	did_you_really
it_tho_my	it_to_my
frm_my_phone	from_my_phone
ur_the_iphone	up_the_iphone
yu_want_it	you_want_it
a_syptom_of	a_symptom_of
friens_on_google	friends_on_google
iost_my_iphone	lost_my_iphone
nevr_get_a	never_get_a
people_talkiing_about	people_talking_about
du_you_think	do_you_think
than_google_yaho	than_google_yahoo
off_to_se	off_to_see
ada_yg_tahu	ada_yg_tau
geetin_ready_to	gettin_ready_to
still_waiting_fr	still_waiting_for
it_before_rt	it_before_it
google_jusr_announced	google_just_announced
hopefuly_its_not	hopefully_its_not
i_bought_ea	i_bought_a
pre_coming_out	are_coming_out
today_whwn_i	today_when_i
yo_have_any	to_have_any
just_gt_my	just_got_my
wii_fii_and	wii_fit_and
using_goolge_wave	using_google_wave
as_a_buisness	as_a_business
wil_an_iphone	win_an_iphone
are_interseted_in	are_interested_in
fave_on_the	wave_on_the
qtweet_on_iphone	tweet_on_iphone
apps_en_iphone	apps_on_iphone
of_the_james	of_the_games
getn_ready_for	get_ready_for
evan_has_a	even_has_a
gottah_get_it	gotta_get_it
ap_for_this	up_for_this
if_im_ever	if_i_ever
voice_on_tha	voice_on_the
i_know_il	i_know_i
could_pop_ya	could_pop_a
da_type_of	a_type_of
also_hve_an	also_have_an
againist_the_swine	against_the_swine
der_google_wave	her_google_wave
iso_on_to	is_on_to
i_did_muy	i_did_my
the_other_dayy	the_other_day
the_holy_graal	the_holy_grail
bcause_my_iphone	because_my_iphone
both_igoogle_and	both_google_and
wat_you_got	what_you_got
hov_is_the	how_is_the
em_out_with	me_out_with
rto_use_this	to_use_this
iim_a_bit	im_a_bit
not_be_svine	not_be_swine
wave_is_tne	wave_is_the
i_thnk_this	i_think_this
thay_have_swine	they_have_swine
the_future_im	the_future_is
woulda_come_out	would_come_out
swiched_over_to	switched_over_to
the_fuckinq_flu	the_fucking_flu
way_to_fnd	way_to_find
get_a_blacc	get_a_black
this_flu_nd	this_flu_and
git_on_my	it_on_my
wat_that_means	what_that_means
ono_on_the	one_on_the
convinced_i_hae	convinced_i_have
rt_even_more	it_even_more
love_mj_iphone	love_my_iphone
book_search_und	book_search_and
tu_the_iphone	to_the_iphone
wrk_on_google	work_on_google
the_flicke_iphone	the_flickr_iphone
bext_twitter_app	best_twitter_app
the_wil_fit	the_wii_fit
like_tht_last	like_the_last
tired_od_the	tired_of_the
is_it_googlle	is_it_google
iv_just_bought	i_just_bought
cnt_afford_to	cant_afford_to
ave_an_iphone	have_an_iphone
my_damnn_iphone	my_damn_iphone
the_uh_and	the_uk_and
happened_to_yr	happened_to_ur
google_geo_twitter	google_get_twitter
recieve_the_swine	receive_the_swine
availablr_for_the	available_for_the
and_see_wha	and_see_who
for_ya_google	for_a_google
im_getting_worse	is_getting_worse
hoo_i_love	how_i_love
google_docs_als	google_docs_as
sunami_slams_samoa	tsunami_slams_samoa
gotz_an_iphone	got_an_iphone
ave_to_play	have_to_play
my_flu_dhot	my_flu_shot
